,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2010-04-04,P05238,Karapakkam,1399,175,2.0,2.0,4,adjland,no,1972-04-13,commercial,allpub,no access,rl,3.6,3.7,4.3,3.91,347792,86948,10868500,7,1
2010-04-05,P05234,KK Nagar,2311,76,4.0,2.0,6,partial,no,1990-04-10,house,nosewr ,paved,rl,3.5,3.3,3.8,3.56,437288,120254,10932200,4,1
2010-04-05,P05231,Karapakkam,1506,156,2.0,2.0,4,adjland,yes,1975-04-14,house,elo,no access,c,3.6,2.0,2.0,2.48,264460,161256,6450250,4,1
2010-04-05,P05232,Karapakkam,705,158,1.0,1.0,2,abnormal,yes,1968-04-15,house,nosewa,paved,a,3.5,4.0,4.9,4.21,157053,56378,4027000,4,1
2010-04-05,P05233,KK Nagar,2049,46,3.0,2.0,5,abnormal,no,1989-04-10,commercial,nosewa,paved,rh,2.5,2.3,2.2,2.32,487930,274461,15247820,4,1
2010-04-06,P05229,Chrompet,1236,21,2.0,1.0,4,partial,yes,1978-04-14,others,nosewr ,paved,rh,2.3,3.1,2.6,2.71,319715,135636,9688320,5,1
2010-04-06,P05228,Velachery,1604,121,2.0,1.0,4,partial,no,1980-04-13,house,nosewr ,paved,a,3.4,2.2,3.1,2.77,221701,120352,6334300,5,1
2010-04-06,P05227,Karapakkam,879,158,1.0,1.0,2,partial,yes,1973-04-15,house,allpub,paved,rh,4.1,3.2,3.3,3.51,252530,157831,6313250,5,1
2010-04-06,P05226,Karapakkam,957,2,1.0,1.0,3,adjland,no,2000-04-08,house,nosewa,gravel,a,3.3,3.5,4.5,3.84,212380,124320,5180000,5,1
2010-04-06,P05230,KK Nagar,1875,22,3.0,2.0,5,partial,no,2004-04-07,house,allpub,paved,rh,2.7,4.6,2.1,3.03,279874,158595,9329120,5,1
2010-04-07,P05223,Karapakkam,883,115,1.0,1.0,2,partial,no,1985-04-13,others,nosewr ,no access,c,4.9,4.4,4.2,4.47,182222,52642,4049375,3,1
2010-04-07,P05224,Karapakkam,1674,102,2.0,2.0,4,partial,yes,1971-04-17,commercial,allpub,no access,rm,2.6,3.7,4.1,3.53,662563,172266,13251250,3,1
2010-04-07,P05222,Karapakkam,1173,79,1.0,1.0,3,family,no,1988-04-12,others,allpub,gravel,rm,4.1,3.5,2.7,3.36,367285,131173,8744875,3,1
2010-04-08,P05219,Karapakkam,1398,133,2.0,2.0,4,normal sale,no,1971-04-18,house,nosewr ,paved,rl,2.2,2.2,4.2,3.0,245627,141422,7443250,2,1
2010-04-08,P05221,Anna Nagar,1624,140,1.0,1.0,4,normal sale,yes,1996-04-11,house,nosewa,gravel,rl,2.9,3.6,4.6,3.755,353677,183388,13099130,2,1
2010-04-09,P05217,Karapakkam,1266,46,1.0,1.0,3,adjland,no,1996-04-12,house,nosewa,gravel,c,2.6,5.0,4.5,4.08,247133,71539,6503500,2,1
2010-04-09,P05218,Chrompet,1053,177,1.0,1.0,3,normal sale,no,2006-04-10,commercial,elo,paved,rl,4.6,3.0,3.1,3.51,399578,112381,12486800,2,1
2010-04-10,P05213,KK Nagar,1444,47,2.0,1.0,4,abnormal,no,1987-04-16,commercial,nosewa,gravel,rh,4.9,3.7,4.8,4.5,509624,111869,12429860,7,1
2010-04-10,P05210,T Nagar,1808,123,2.0,1.0,5,adjland,no,1990-04-15,commercial,nosewr ,no access,rm,2.1,3.6,3.3,3.015,758028,286822,20487250,7,1
2010-04-10,P05215,KK Nagar,1823,52,3.0,2.0,5,family,yes,1985-04-16,commercial,allpub,gravel,rl,2.4,2.3,2.7,2.49,516554,371273,16142300,7,1
2010-04-10,P05214,KK Nagar,1941,174,3.0,2.0,5,abnormal,no,2003-04-12,others,nosewa,gravel,rm,2.0,3.4,2.9,2.78,361355,264994,12045160,7,1
2010-04-10,P05208,Adyar,693,84,1.0,1.0,2,abnormal,no,1990-04-15,others,nosewa,gravel,c,4.4,4.5,3.3,3.87,237188,81143,6241800,7,1
2010-04-10,P05211,KK Nagar,1756,155,2.0,1.0,4,normal sale,no,1986-04-16,others,nosewa,paved,rm,3.3,3.3,4.1,3.62,361447,223247,10630800,7,1
2010-04-10,P05209,Chrompet,833,97,1.0,1.0,3,abnormal,yes,1982-04-17,others,nosewr ,no access,rl,4.3,4.6,4.4,4.45,216507,99927,8327210,7,1
2010-04-11,P05200,Karapakkam,1091,83,1.0,1.0,3,normal sale,yes,2003-04-13,commercial,allpub,no access,rm,4.0,2.6,4.6,3.82,388124,133071,11089250,7,1
2010-04-11,P05202,Velachery,1972,162,3.0,2.0,5,normal sale,yes,1984-04-17,house,nosewr ,no access,rl,4.2,2.3,3.4,3.11,318332,106111,10611070,7,1
2010-04-11,P05205,KK Nagar,1305,18,1.0,1.0,3,partial,yes,1999-04-14,house,nosewr ,paved,rm,2.8,2.8,3.5,3.08,294910,114159,9513220,7,1
2010-04-11,P05199,Karapakkam,1343,117,2.0,2.0,4,family,no,1974-04-20,commercial,elo,no access,a,3.7,4.8,4.6,4.39,280645,182040,7585000,7,1
2010-04-11,P05201,Karapakkam,1225,186,1.0,1.0,3,family,no,1975-04-20,others,nosewa,no access,a,4.6,3.0,2.1,3.12,178211,93349,4243125,7,1
2010-04-11,P05203,Chrompet,1181,14,1.0,1.0,3,abnormal,no,1984-04-17,commercial,allpub,no access,rh,3.5,3.5,2.9,3.32,350584,120891,12089100,7,1
2010-04-11,P05198,Karapakkam,534,181,1.0,1.0,2,partial,no,1981-04-18,others,allpub,gravel,rh,4.5,2.9,4.0,3.82,268900,96804,5378000,7,1
2010-04-12,P05193,Adyar,896,135,1.0,1.0,3,normal sale,no,1994-04-16,house,nosewa,gravel,a,4.0,3.9,3.9,3.93,217915,62261,6226140,7,1
2010-04-12,P05197,KK Nagar,1805,81,3.0,2.0,5,abnormal,yes,1999-04-15,house,nosewa,gravel,rh,3.5,2.0,2.3,2.57,379520,105422,10542220,7,1
2010-04-12,P05194,Anna Nagar,1857,71,2.0,1.0,5,abnormal,no,1980-04-19,others,nosewr ,gravel,rl,2.9,4.4,2.9,3.275,366422,225491,14093160,7,1
2010-04-12,P05191,Karapakkam,1275,116,1.0,1.0,3,partial,no,1987-04-18,house,allpub,gravel,rm,4.9,2.1,4.1,3.74,269816,168635,8431750,7,1
2010-04-12,P05196,KK Nagar,1776,95,2.0,1.0,4,adjland,yes,1986-04-18,commercial,nosewr ,paved,rh,3.8,3.6,3.0,3.42,545043,317942,15140080,7,1
2010-04-12,P05190,Karapakkam,1042,27,1.0,1.0,3,family,no,2005-04-13,others,nosewa,gravel,c,3.6,3.2,2.3,2.96,281930,143964,5998500,7,1
2010-04-12,P05192,Karapakkam,766,183,1.0,1.0,2,normal sale,no,1973-04-21,house,nosewr ,gravel,rh,4.0,4.3,3.6,3.93,195254,126341,5742750,7,1
2010-04-13,P05189,T Nagar,1843,179,2.0,1.0,5,partial,yes,1974-04-22,house,allpub,gravel,rm,2.3,5.0,3.3,3.425,398834,99708,14244070,3,1
2010-04-13,P05186,Karapakkam,916,109,1.0,1.0,3,abnormal,no,1991-04-18,others,elo,gravel,rh,2.1,2.9,4.7,3.38,304739,119246,6624750,3,1
2010-04-13,P05187,Adyar,1181,160,1.0,1.0,3,adjland,no,1986-04-19,house,allpub,no access,rh,4.9,3.4,4.1,4.2,325195,85578,8557760,3,1
2010-04-14,P05180,Karapakkam,1003,196,1.0,1.0,3,abnormal,yes,1990-04-19,commercial,nosewa,gravel,rh,2.5,4.3,4.4,3.8,373330,161440,10090000,6,1
2010-04-14,P05182,T Nagar,1882,171,2.0,1.0,5,adjland,yes,1986-04-20,commercial,nosewr ,paved,rl,4.2,3.1,2.9,3.34,639267,242480,22043680,6,1
2010-04-14,P05185,KK Nagar,2069,131,3.0,2.0,5,normal sale,no,1998-04-17,house,allpub,paved,rh,4.1,2.0,2.1,2.67,341443,90382,10042440,6,1
2010-04-14,P05183,KK Nagar,1308,177,1.0,1.0,3,partial,no,2001-04-16,house,allpub,gravel,rm,3.4,2.9,2.7,2.97,339237,220046,9168580,6,1
2010-04-14,P05184,KK Nagar,1755,117,2.0,1.0,4,family,no,1980-04-21,house,nosewr ,gravel,rl,3.7,4.1,3.2,3.62,337246,96356,9635600,6,1
2010-04-14,P05181,Velachery,1859,184,3.0,2.0,5,adjland,no,1988-04-19,house,nosewa,gravel,rm,4.0,3.6,3.8,3.76,408493,158859,11347040,6,1
2010-04-15,P05176,T Nagar,1653,98,1.0,1.0,4,abnormal,yes,1994-04-19,house,allpub,gravel,rl,4.0,4.3,4.3,4.21,528334,189658,13547020,7,1
2010-04-15,P05174,Chrompet,1231,48,2.0,1.0,4,partial,yes,2004-04-16,commercial,allpub,paved,rh,4.0,2.5,2.4,2.92,456195,156817,14256100,7,1
2010-04-15,P05177,KK Nagar,1603,52,2.0,1.0,4,partial,yes,2002-04-17,house,nosewr ,paved,rm,4.1,3.9,2.5,3.4,390223,210931,10546560,7,1
2010-04-15,P05171,Karapakkam,1047,148,1.0,1.0,3,abnormal,yes,1978-04-23,commercial,nosewa,no access,a,4.0,2.0,3.1,3.04,332055,169560,7065000,7,1
2010-04-15,P05173,Adyar,1299,20,2.0,2.0,4,normal sale,no,1970-04-25,commercial,elo,gravel,rm,4.5,3.3,4.6,4.31,553550,205604,15815700,7,1
2010-04-15,P05175,T Nagar,1829,197,2.0,1.0,5,adjland,yes,1969-04-25,house,allpub,gravel,rm,3.8,3.1,3.0,3.265,548812,74164,14832770,7,1
2010-04-15,P05172,Karapakkam,1224,63,1.0,1.0,3,abnormal,no,1961-04-27,commercial,allpub,no access,c,4.4,4.5,4.1,4.31,243416,106495,7606750,7,1
2010-04-16,P05168,Anna Nagar,1539,69,1.0,1.0,4,normal sale,no,1997-04-19,house,nosewr ,paved,rl,3.5,3.7,2.6,3.19,407555,169814,11320960,5,1
2010-04-16,P05169,KK Nagar,2450,197,4.0,2.0,6,normal sale,no,1980-04-23,house,nosewr ,gravel,rm,3.4,2.8,3.0,3.06,562797,137573,12506600,5,1
2010-04-16,P05170,KK Nagar,1361,93,2.0,1.0,4,family,no,2003-04-18,house,nosewa,paved,rm,4.5,3.4,3.7,3.85,368055,152608,8976940,5,1
2010-04-16,P05165,Karapakkam,895,42,1.0,1.0,3,normal sale,yes,1986-04-22,commercial,nosewr ,gravel,c,4.9,2.0,2.3,2.99,300456,100152,8346000,5,1
2010-04-16,P05164,Karapakkam,1696,48,2.0,2.0,4,normal sale,no,1970-04-26,house,nosewr ,no access,rh,4.9,4.9,5.0,4.94,293724,57312,7164000,5,1
2010-04-17,P05160,Chrompet,952,136,1.0,1.0,3,partial,yes,1984-04-23,commercial,nosewa,no access,rl,2.2,3.6,5.0,3.6,310978,80624,11517700,4,1
2010-04-17,P05163,KK Nagar,1549,121,2.0,1.0,4,partial,no,1984-04-23,commercial,allpub,gravel,rl,2.7,4.3,4.6,3.94,659536,107679,13459920,4,1
2010-04-17,P05161,Chrompet,736,134,1.0,1.0,2,adjland,no,1978-04-25,commercial,allpub,no access,rh,3.1,2.4,4.2,3.15,229263,141085,8817800,4,1
2010-04-17,P05157,Karapakkam,1143,49,1.0,1.0,3,abnormal,yes,1974-04-26,house,nosewa,no access,c,2.8,3.0,4.9,3.7,232342,63366,5280500,4,1
2010-04-18,P05156,Velachery,1686,78,2.0,1.0,4,normal sale,yes,1978-04-26,house,nosewr ,no access,rm,2.3,2.1,5.0,3.02,312940,100948,10094840,2,1
2010-04-18,P05155,Karapakkam,561,114,1.0,1.0,2,partial,no,1982-04-25,commercial,nosewa,gravel,rh,3.3,2.4,4.0,3.31,274125,159375,6375000,2,1
2010-04-19,P05151,Karapakkam,1103,158,1.0,1.0,3,partial,no,1966-04-30,house,nosewa,gravel,rh,4.4,4.3,4.2,4.29,218173,137137,6233500,6,1
2010-04-19,P05150,Karapakkam,883,1,1.0,1.0,2,normal sale,no,1966-04-30,others,nosewr ,paved,c,5.0,4.6,2.7,3.96,170682,58391,4491625,6,1
2010-04-19,P05154,KK Nagar,1302,84,1.0,1.0,3,partial,no,1984-04-25,commercial,nosewr ,paved,rl,3.7,4.1,2.5,3.34,406322,158014,11286720,6,1
2010-04-19,P05153,KK Nagar,2101,69,3.0,2.0,5,partial,yes,1988-04-24,house,nosewa,gravel,rl,3.6,3.8,5.0,4.22,384194,186276,11642240,6,1
2010-04-19,P05152,Chrompet,1220,79,2.0,1.0,4,family,no,1990-04-24,commercial,elo,no access,rl,4.3,2.1,3.4,3.15,410035,140950,12813600,6,1
2010-04-19,P05149,Karapakkam,1380,185,2.0,2.0,4,abnormal,no,1981-04-26,house,nosewa,gravel,rm,2.6,2.2,5.0,3.44,396739,198369,8624750,6,1
2010-04-20,P05261,KK Nagar,2179,132,3.0,2.0,5,abnormal,yes,1981-04-06,commercial,allpub,paved,rl,4.2,4.8,3.8,4.22,589346,357180,17858980,1,0
2010-04-21,P05145,T Nagar,1723,8,1.0,1.0,4,adjland,yes,1971-05-01,others,nosewa,paved,rl,2.2,4.9,3.0,3.235,533091,224460,14028720,2,1
2010-04-21,P05144,Chrompet,1104,32,1.0,1.0,3,family,yes,1998-04-24,commercial,nosewr ,paved,rm,4.9,3.1,2.3,3.4,431850,115160,14395000,2,1
2010-04-22,P05139,Velachery,1868,125,3.0,2.0,5,abnormal,no,1962-05-04,house,elo,gravel,c,4.2,2.7,2.1,2.9,290751,64611,8076410,2,1
2010-04-22,P05137,Karapakkam,1047,18,1.0,1.0,3,family,no,1992-04-26,house,nosewa,gravel,i,3.3,2.8,4.9,3.79,291168,78858,6066000,2,1
2010-04-23,P05134,Karapakkam,1697,58,2.0,2.0,4,family,no,1967-05-04,commercial,nosewa,paved,i,3.6,4.3,2.5,3.37,472366,186749,10985250,4,1
2010-04-23,P05133,Karapakkam,1462,68,2.0,2.0,4,family,no,1986-04-29,others,nosewa,gravel,rm,2.7,3.3,3.6,3.24,356716,178358,9387250,4,1
2010-04-23,P05135,T Nagar,1635,190,1.0,1.0,4,abnormal,no,1996-04-26,house,nosewa,gravel,rh,2.9,3.2,3.7,3.335,438677,150074,11544130,4,1
2010-04-23,P05136,Anna Nagar,1867,149,2.0,1.0,5,abnormal,no,1965-05-04,house,nosewa,no access,rh,2.3,2.6,2.0,2.255,268034,182263,10721350,4,1
2010-04-24,P05129,Karapakkam,1010,197,1.0,1.0,3,normal sale,yes,1967-05-05,commercial,nosewa,no access,a,4.0,2.6,4.6,3.82,271490,115383,6787250,4,1
2010-04-24,P05130,Karapakkam,712,200,1.0,1.0,2,partial,no,1990-04-29,commercial,allpub,paved,rl,2.7,3.8,3.2,3.23,370342,188950,7558000,4,1
2010-04-24,P05132,Chrompet,762,149,1.0,1.0,2,family,no,1970-05-04,others,allpub,no access,rh,2.0,4.1,3.5,3.29,192017,30003,6000540,4,1
2010-04-24,P05131,Velachery,1697,41,2.0,1.0,4,family,no,1996-04-27,commercial,nosewa,paved,c,2.4,3.4,3.4,3.15,392670,228002,12666780,4,1
2010-04-25,P05126,Karapakkam,1562,8,2.0,2.0,4,family,yes,1962-05-07,commercial,nosewr ,no access,rh,3.2,3.1,4.2,3.57,488437,249898,11359000,3,1
2010-04-25,P05128,KK Nagar,1940,192,3.0,2.0,5,normal sale,no,2005-04-26,others,allpub,gravel,rm,3.0,4.5,3.3,3.57,522014,298294,12428900,3,1
2010-04-25,P05127,T Nagar,1713,150,1.0,1.0,4,adjland,no,1980-05-02,others,allpub,no access,rl,2.2,3.2,2.7,2.675,382009,203738,12733640,3,1
2010-04-26,P05120,Karapakkam,828,7,1.0,1.0,2,adjland,no,1988-05-01,others,allpub,no access,rm,4.6,4.6,5.0,4.76,337488,91403,7031000,5,1
2010-04-26,P05125,KK Nagar,1945,72,3.0,2.0,5,abnormal,yes,1987-05-02,house,nosewr ,gravel,rh,2.3,3.2,2.5,2.65,509220,108345,10834460,5,1
2010-04-26,P05124,Chrompet,1032,192,1.0,1.0,3,abnormal,yes,1979-05-04,house,allpub,gravel,rl,3.6,2.7,2.9,3.03,260006,125188,9629850,5,1
2010-04-26,P05121,Karapakkam,712,67,1.0,1.0,2,abnormal,no,1981-05-03,commercial,nosewr ,gravel,rh,3.2,3.1,2.0,2.69,258291,147595,7379750,5,1
2010-04-26,P05123,Adyar,613,74,1.0,1.0,2,normal sale,no,1971-05-06,others,elo,paved,rh,2.7,2.8,4.1,3.42,216772,12387,6193485,5,1
2010-04-27,P05118,KK Nagar,2158,27,3.0,2.0,5,family,no,2003-04-29,commercial,nosewr ,paved,rl,4.7,3.7,4.4,4.28,845947,287622,16918940,3,1
2010-04-27,P05119,KK Nagar,2050,191,3.0,2.0,5,family,yes,1997-04-30,commercial,nosewa,gravel,rh,2.4,3.7,2.1,2.67,773456,235400,16814260,3,1
2010-04-27,P05117,Chrompet,951,149,1.0,1.0,3,normal sale,no,1982-05-04,house,nosewr ,paved,rl,2.3,4.1,4.8,3.77,251610,31451,7862800,3,1
2010-04-28,P05114,Chrompet,1261,130,2.0,1.0,4,family,yes,2002-04-30,commercial,nosewr ,gravel,rh,4.7,2.6,3.6,3.53,436282,75221,15044200,3,1
2010-04-28,P05113,Adyar,765,43,1.0,1.0,2,abnormal,yes,1999-05-01,house,allpub,gravel,rl,2.2,2.4,3.8,3.04,297685,37211,9302665,3,1
2010-04-28,P05112,Karapakkam,849,198,1.0,1.0,2,family,yes,1967-05-09,commercial,nosewr ,paved,rm,4.8,2.1,3.3,3.39,416559,179878,9467250,3,1
2010-04-29,P05109,Karapakkam,1179,153,1.0,1.0,3,adjland,no,1997-05-02,house,allpub,no access,i,2.6,4.2,2.1,2.88,281964,99862,5874250,3,1
2010-04-29,P05110,Adyar,922,40,1.0,1.0,3,abnormal,no,1973-05-08,others,elo,paved,c,2.9,4.5,2.7,3.12,212608,19328,6442655,3,1
2010-04-29,P05108,Karapakkam,1026,143,1.0,1.0,3,adjland,no,1976-05-07,others,nosewr ,no access,rl,3.2,2.7,3.8,3.29,244727,119057,6614250,3,1
2010-04-30,P05106,KK Nagar,1623,123,2.0,1.0,4,family,no,2005-05-01,commercial,allpub,paved,rm,3.2,4.2,2.9,3.38,695323,318690,14485900,4,1
2010-04-30,P05104,Karapakkam,720,34,1.0,1.0,2,normal sale,no,1971-05-10,others,nosewa,gravel,rl,3.9,4.9,3.5,4.04,235033,107988,6352250,4,1
2010-04-30,P05105,Chrompet,1119,160,1.0,1.0,3,partial,no,1995-05-04,house,elo,gravel,rm,2.8,4.1,3.8,3.62,263017,150295,9393450,4,1
2010-04-30,P05107,KK Nagar,2006,170,3.0,2.0,5,adjland,yes,2004-05-01,others,allpub,paved,rl,3.1,4.4,3.6,3.69,450010,231434,12857440,4,1
2010-05-01,P05098,Karapakkam,734,151,1.0,1.0,2,adjland,no,1991-05-06,house,nosewa,gravel,rl,2.4,2.8,4.3,3.28,268090,100534,6702250,4,1
2010-05-01,P05100,Karapakkam,684,54,1.0,1.0,2,adjland,no,1970-05-11,others,nosewr ,gravel,rm,2.2,4.7,2.4,3.03,235802,142910,7145500,4,1
2010-05-01,P05101,Velachery,1662,50,2.0,1.0,4,normal sale,yes,1983-05-08,commercial,elo,gravel,a,2.3,2.8,2.7,3.5,526420,197407,13160490,4,1
2010-05-01,P05099,Karapakkam,903,88,1.0,1.0,3,abnormal,yes,1978-05-09,commercial,nosewr ,gravel,rl,2.3,4.9,3.4,3.52,301890,191197,10063000,4,1
2010-05-02,P05095,Karapakkam,1438,77,2.0,2.0,4,abnormal,no,1972-05-11,others,elo,no access,rh,4.0,3.3,2.7,3.27,208250,127637,6717750,3,1
2010-05-02,P05096,Karapakkam,924,181,1.0,1.0,3,adjland,yes,1976-05-10,others,allpub,gravel,rm,2.0,3.6,2.1,2.52,346332,118482,9114000,3,1
2010-05-02,P05097,Chrompet,799,144,1.0,1.0,2,family,yes,1977-05-10,others,nosewa,gravel,rh,2.7,4.2,3.3,3.48,237016,138941,8172980,3,1
2010-05-03,P05082,Karapakkam,1595,131,2.0,2.0,4,normal sale,yes,1969-05-13,others,nosewa,no access,rm,4.7,4.3,3.7,4.18,341834,151926,9495375,8,1
2010-05-03,P05086,Karapakkam,1464,39,2.0,2.0,4,partial,yes,1961-05-15,house,allpub,no access,rl,2.5,4.0,3.3,3.27,286112,92793,7732750,8,1
2010-05-03,P05093,Chrompet,1134,101,1.0,1.0,3,abnormal,yes,1995-05-07,commercial,elo,no access,rh,2.6,4.0,3.7,3.49,392294,50619,12654650,8,1
2010-05-03,P05087,Velachery,1842,19,3.0,2.0,5,abnormal,no,1992-05-07,commercial,elo,no access,c,2.5,2.7,3.1,2.77,504272,103440,12930060,8,1
2010-05-03,P05091,Chrompet,918,189,1.0,1.0,3,partial,no,2000-05-05,commercial,allpub,paved,rh,4.7,2.4,4.4,3.69,280314,97032,10781300,8,1
2010-05-03,P05094,T Nagar,1903,5,2.0,1.0,5,normal sale,no,1982-05-10,others,nosewa,no access,rm,5.0,4.5,2.8,3.885,502322,265115,13953400,8,1
2010-05-03,P05083,Karapakkam,1003,92,1.0,1.0,3,adjland,no,1979-05-11,commercial,nosewr ,no access,a,2.8,3.6,3.3,3.24,291146,75951,6329250,8,1
2010-05-03,P05085,Karapakkam,1382,115,2.0,2.0,4,adjland,yes,1961-05-15,commercial,nosewr ,paved,rm,4.2,4.6,4.7,4.52,394436,203580,12723750,8,1
2010-05-04,P05078,Chrompet,714,92,1.0,1.0,2,abnormal,yes,1997-05-07,house,nosewr ,paved,rl,4.2,4.1,4.2,4.16,203624,32580,8144950,5,1
2010-05-04,P05074,Karapakkam,763,126,1.0,1.0,2,family,no,1982-05-11,house,nosewa,paved,rm,5.0,2.1,4.1,3.77,227574,132752,6321500,5,1
2010-05-04,P05080,Anna Nagar,1540,125,1.0,1.0,4,partial,yes,2001-05-06,commercial,nosewr ,paved,rm,4.0,2.0,3.2,3.18,746576,95715,19142980,5,1
2010-05-04,P05081,KK Nagar,1689,36,2.0,1.0,4,partial,yes,1992-05-08,others,nosewa,paved,rm,3.9,4.6,2.9,3.71,538461,157051,11217940,5,1
2010-05-04,P05077,Adyar,779,176,1.0,1.0,2,partial,no,1981-05-11,commercial,elo,paved,i,3.8,4.9,3.2,3.72,318691,79673,8852535,5,1
2010-05-05,P05066,Karapakkam,1112,190,1.0,1.0,3,abnormal,no,1963-05-17,commercial,nosewr ,paved,rm,5.0,4.2,3.0,3.96,407058,178709,9928250,5,1
2010-05-05,P05069,Chrompet,870,83,1.0,1.0,3,adjland,no,1989-05-10,house,elo,no access,rl,4.8,3.9,3.3,3.99,202579,36175,7234950,5,1
2010-05-05,P05068,Chrompet,1236,42,2.0,1.0,4,adjland,yes,1990-05-10,others,nosewr ,paved,rl,2.4,4.8,5.0,4.14,370937,168608,11240520,5,1
2010-05-05,P05072,KK Nagar,2097,91,3.0,2.0,5,abnormal,no,1989-05-10,house,nosewa,paved,rh,4.7,4.7,3.1,4.06,363304,235656,9819020,5,1
2010-05-05,P05067,Chrompet,1237,99,2.0,1.0,4,adjland,no,2003-05-07,commercial,allpub,no access,rl,4.2,2.9,3.8,3.56,376317,209065,13937650,5,1
2010-05-06,P05063,Chrompet,1098,62,1.0,1.0,3,normal sale,no,1979-05-14,house,nosewr ,gravel,rl,4.2,4.0,4.2,4.12,240345,62312,8901650,6,1
2010-05-06,P05064,Chrompet,918,99,1.0,1.0,3,normal sale,no,1982-05-13,others,elo,paved,rm,4.8,4.3,3.6,4.24,236133,148676,8745660,6,1
2010-05-06,P05058,Karapakkam,1675,34,2.0,2.0,4,normal sale,yes,1982-05-13,house,allpub,no access,rh,3.7,4.2,2.6,3.41,340198,124463,8297500,6,1
2010-05-06,P05060,Karapakkam,787,115,1.0,1.0,2,partial,no,1984-05-12,commercial,allpub,gravel,i,4.6,4.2,3.2,3.92,246245,130365,7242500,6,1
2010-05-06,P05059,Karapakkam,1045,34,1.0,1.0,3,family,yes,1992-05-10,others,elo,paved,rm,2.3,4.9,2.1,3.0,419630,128458,8563875,6,1
2010-05-06,P05057,Karapakkam,1440,75,2.0,2.0,4,normal sale,yes,1969-05-16,house,nosewa,no access,rl,2.4,4.0,4.4,3.68,330110,125756,7859750,6,1
2010-05-07,P05055,Karapakkam,649,9,1.0,1.0,2,family,no,1963-05-19,commercial,allpub,no access,a,3.8,4.6,4.3,4.24,171968,43992,3999250,2,1
2010-05-07,P05056,KK Nagar,1655,146,2.0,1.0,4,partial,no,1981-05-14,house,nosewr ,gravel,rm,4.2,4.4,3.3,3.9,314995,127967,9843580,2,1
2010-05-08,P05053,Adyar,682,6,1.0,1.0,2,adjland,no,1996-05-11,commercial,nosewr ,no access,rl,4.8,4.0,2.9,3.69,343368,49053,9810510,2,1
2010-05-08,P05052,Karapakkam,1463,74,2.0,2.0,4,normal sale,yes,1981-05-15,others,nosewa,gravel,c,4.1,4.7,4.5,4.44,364989,186550,8110875,2,1
2010-05-09,P05051,KK Nagar,2114,46,3.0,2.0,5,adjland,yes,1989-05-14,commercial,nosewa,gravel,rh,2.7,3.0,3.9,3.27,632334,281037,17564820,5,1
2010-05-09,P05048,Velachery,1664,47,2.0,1.0,4,family,yes,1995-05-13,commercial,allpub,paved,i,2.6,3.2,4.7,3.5,428979,128694,14299300,5,1
2010-05-09,P05047,Karapakkam,1359,153,2.0,2.0,4,partial,yes,1979-05-17,others,nosewr ,gravel,rl,2.3,2.2,2.3,2.27,406489,129337,9238375,5,1
2010-05-09,P05049,Adyar,1230,107,2.0,2.0,4,partial,yes,2002-05-11,commercial,elo,paved,rh,3.2,4.8,4.8,4.32,545273,103160,14737120,5,1
2010-05-09,P05050,Chrompet,1129,124,1.0,1.0,3,adjland,no,1978-05-17,others,elo,paved,rl,4.4,2.8,3.6,3.52,239588,82934,9214930,5,1
2010-05-10,P05045,Chrompet,990,4,1.0,1.0,3,normal sale,no,1988-05-15,house,allpub,no access,rh,4.3,2.9,3.2,3.41,181675,83850,6987500,1,0
2010-05-11,P05042,Karapakkam,666,51,1.0,1.0,2,adjland,yes,1974-05-20,others,elo,gravel,i,3.2,4.4,2.5,3.28,273317,74541,6211750,4,1
2010-05-11,P05043,Chrompet,1010,125,1.0,1.0,3,family,no,1997-05-14,house,elo,gravel,rm,3.3,4.9,3.5,4.0,239391,147318,9207350,4,1
2010-05-11,P05040,Karapakkam,661,122,1.0,1.0,2,family,yes,1984-05-17,house,nosewr ,gravel,rm,4.8,4.2,2.1,3.54,302250,186000,7750000,4,1
2010-05-11,P05041,Karapakkam,1071,16,1.0,1.0,3,abnormal,no,2004-05-12,house,nosewr ,gravel,rh,3.2,4.5,3.8,3.83,228192,178275,7131000,4,1
2010-05-12,P05039,KK Nagar,1901,16,3.0,2.0,5,abnormal,no,1991-05-17,house,nosewr ,gravel,rm,3.9,2.2,4.5,3.63,554759,244094,11095180,1,0
2010-05-13,P05037,KK Nagar,2172,5,3.0,2.0,5,normal sale,yes,1987-05-19,commercial,allpub,paved,rh,2.9,2.2,2.6,2.57,808102,343873,17193660,3,1
2010-05-13,P05035,Anna Nagar,1505,174,1.0,1.0,4,partial,no,1991-05-18,commercial,allpub,no access,rm,3.5,3.5,4.1,3.74,534526,327613,17242780,3,1
2010-05-13,P05034,Karapakkam,1287,140,1.0,1.0,3,partial,no,1983-05-20,commercial,allpub,gravel,rl,2.1,3.6,3.2,2.99,513769,185831,10931250,3,1
